,title,n_enrolled,course_type,institution,Level,subject,language,subtitles,course_effort,course_length,precio_certificado
329,How to Code: Simple Data,98113,Self-paced on your time,University of British Columbia,Introductory,Computer Science,Inglés,Inglés,2–3 hours per week,7 Weeks,125
330,Cybersecurity and Privacy in the IoT,21440,Self-paced on your time,Curtin University,Introductory,Computer Science,Inglés,Inglés,4–6 hours per week,5 Weeks,199
331,Strategic Management,71085,Self-paced on your time,Indian Institute of Management Bangalore,Introductory,Business & Management,Inglés,"Inglés, हिन्दी",3–5 hours per week,5 Weeks,150
332,Introducción a la ciencia de datos y sus aplicaciones,7303,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,Español,Español,3–6 hours per week,6 Weeks,39
333,"Biochemistry: Biomolecules, Methods, and Mechanisms",18692,Instructor-led on a course schedule,Massachusetts Institute of Technology,Intermediate,Biology & Life Sciences,Inglés,Inglés,3–6 hours per week,12 Weeks,150
334,Astronomía Virtual,10500,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Science,Español,"Inglés, Español",5–7 hours per week,7 Weeks,29
335,Nutrition and Cancer,27144,Self-paced on your time,Wageningen University & Research,Intermediate,Food & Nutrition,Inglés,Inglés,6–8 hours per week,5 Weeks,99
336,Build your very first iOS app,31570,Instructor-led on a course schedule,Curtin University,Introductory,Computer Science,Inglés,Inglés,8–10 hours per week,8 Weeks,149
337,Object-Oriented Programming,93633,Self-paced on your time,IITBombay,Introductory,Computer Science,Inglés,Inglés,6–8 hours per week,4 Weeks,149
338,Introduction to Jenkins,7233,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,Inglés,Inglés,2–3 hours per week,10 Weeks,199
339,Conducting an Informational Interview,15594,Self-paced on your time,University of Washington,Introductory,Language,Inglés,Inglés,3–5 hours per week,8 Weeks,99
340,Liderazgo y comportamiento organizacional,21419,Self-paced on your time,Tecnológico de Monterrey,Introductory,Business & Management,Español,Español,5–8 hours per week,4 Weeks,149
341,Creative Coding,18660,Instructor-led on a course schedule,New York University,Introductory,Design,Inglés,Inglés,8–10 hours per week,14 Weeks,249
342,Análisis estadístico con Excel,22717,Self-paced on your time,Universidad Galileo,Introductory,Data Analysis & Statistics,Español,Español,3–5 hours per week,4 Weeks,49
343,Introducción a la Ingeniería del Software,17931,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Computer Science,Español,Español,4–5 hours per week,5 Weeks,49
344,Computer Graphics,98553,Self-paced on your time,"The University of California, San Diego",Intermediate,Computer Science,Inglés,"Inglés, Chino",6–12 hours per week,6 Weeks,99
345,Data Science: Computational Thinking with Python,78232,Self-paced on your time,"University of California, Berkeley",Introductory,Computer Science,Inglés,Inglés,4–6 hours per week,5 Weeks,199
346,Comunicación efectiva para el líder actual,18470,Self-paced on your time,Tecnológico de Monterrey,Introductory,Communication,Español,Español,5–8 hours per week,4 Weeks,149
347,Debate y argumentación,10954,Self-paced on your time,Universidad del Rosario,Introductory,Humanities,Español,Español,4–6 hours per week,4 Weeks,49
348,Deep Learning with Tensorflow,37564,Self-paced on your time,IBM,Intermediate,Data Analysis & Statistics,Inglés,Inglés,2–4 hours per week,5 Weeks,99
349,Machine Learning (aprendizaje automático) con Python: una introducción práctica,39155,Self-paced on your time,IBM,Introductory,Computer Science,Español,Español,4–6 hours per week,5 Weeks,49
350,Essential Human Biology: Cells and Tissues,67961,Self-paced on your time,University of Adelaide,Introductory,Medicine,Inglés,Inglés,2–3 hours per week,5 Weeks,169
351,"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告",35720,Self-paced on your time,Tsinghua University,Intermediate,Communication,Inglés,Inglés,2–3 hours per week,5 Weeks,49
352,Computing in Python III: Data Structures,27239,Self-paced on your time,The Georgia Institute of Technology,Introductory,Computer Science,Inglés,Inglés,9–10 hours per week,5 Weeks,99
353,Introduction to Internet of Things (IoT),6703,Self-paced on your time,Rolls-Royce,Introductory,Data Analysis & Statistics,Inglés,Inglés,1–5 hours per week,2 Weeks,49
354,Nutrition and Health: Food Risks,51493,Self-paced on your time,Wageningen University & Research,Introductory,Biology & Life Sciences,Inglés,Inglés,6–8 hours per week,8 Weeks,49
355,Mechanics: Kinematics and Dynamics,35529,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Physics,Inglés,Inglés,10–12 hours per week,12 Weeks,49
356,Storytelling for Social Change,30313,Self-paced on your time,The University of Michigan,Introductory,Communication,Inglés,Inglés,1–3 hours per week,5 Weeks,49
357,Introduction to Data Analytics for Managers,39113,Self-paced on your time,The University of Michigan,Introductory,Business & Management,Inglés,Inglés,2–4 hours per week,6 Weeks,49
358,Qualitative Research Methods: Conversational Interviewing,21972,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Humanities,Inglés,Inglés,2–3 hours per week,3 Weeks,49
359,International Project Management,45145,Self-paced on your time,Rochester Institute of Technology,Advanced,Business & Management,Inglés,Inglés,8–12 hours per week,9 Weeks,150
360,Software Development Fundamentals,51402,Self-paced on your time,University of Pennsylvania,Intermediate,Computer Science,Inglés,Inglés,6–8 hours per week,4 Weeks,149
361,"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",17484,Self-paced on your time,Harvard University,Introductory,Humanities,Inglés,Inglés,3–5 hours per week,3 Weeks,49
362,Critical Thinking & Problem Solving,6558,Self-paced on your time,Rochester Institute of Technology,Introductory,Communication,Inglés,Inglés,4–6 hours per week,3 Weeks,199
363,Data Analysis Essentials,42262,Self-paced on your time,Imperial College Business School-Imperial College London,Introductory,Business & Management,Inglés,Inglés,4–6 hours per week,6 Weeks,79
364,Master Control in Supply Chain Management and Logistics,31326,Self-paced on your time,Chalmers University of Technology,Introductory,Business & Management,Inglés,Inglés,4–5 hours per week,7 Weeks,49
365,Work and Employment for a Sustainable Future,6528,Self-paced on your time,SDG Academy,Intermediate,Economics & Finance,Inglés,Inglés,2–4 hours per week,6 Weeks,49
366,Foundations of Data Structures,54075,Self-paced on your time,IITBombay,Intermediate,Computer Science,Inglés,Inglés,6–8 hours per week,6 Weeks,149
367,"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",31024,Self-paced on your time,The International Monetary Fund,Intermediate,Economics & Finance,Inglés,Inglés,8–10 hours per week,6 Weeks,25
368,IoT System Design: Software and Hardware Integration,13608,Self-paced on your time,Waseda University,Intermediate,Computer Science,Inglés,Inglés,4–6 hours per week,4 Weeks,99
369,English for Doing Business in Asia – Writing,44252,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Humanities,Inglés,Inglés,3–4 hours per week,7 Weeks,60
370,Working in Teams: A Practical Guide,43981,Self-paced on your time,The University of Queensland,Introductory,Humanities,Inglés,Inglés,6–8 hours per week,4 Weeks,49
371,Introducción a los encofrados y las cimbras en obra civil y edificación,16029,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Engineering,Español,Español,2–3 hours per week,4 Weeks,50
372,AI Chatbots without Programming,35440,Self-paced on your time,IBM,Introductory,Computer Science,Inglés,Inglés,2–4 hours per week,2 Weeks,99
373,Introducción a la Ciencia de Datos y el Big Data,16268,Self-paced on your time,Tecnológico de Monterrey,Intermediate,Data Analysis & Statistics,Español,Español,3–5 hours per week,4 Weeks,49
374,Just Money: Banking as if Society Mattered,25553,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Business & Management,Inglés,Inglés,3–4 hours per week,16 Weeks,49
375,Introducción a R,6431,Self-paced on your time,Universidades Anáhuac,Introductory,Data Analysis & Statistics,Español,Español,5–8 hours per week,4 Weeks,49
376,Computing in Python IV: Objects & Algorithms,28112,Self-paced on your time,The Georgia Institute of Technology,Introductory,Computer Science,Inglés,Inglés,9–10 hours per week,5 Weeks,99
377,Adobe Illustrator: aprende a crear presentaciones de impacto,18613,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,Design,Español,Español,9–10 hours per week,5 Weeks,15
378,Teaching Critical Thinking through Art with the National Gallery of Art,18595,Self-paced on your time,The Smithsonian Institution,Introductory,Education & Teacher Training,Inglés,"Inglés, Español, Francés, Chino",3–4 hours per week,16 Weeks,25
379,Word intermedio: herramientas de formato y productividad,10265,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Computer Science,Español,Español,4–5 hours per week,6 Weeks,50
380,Introducción a las finanzas: Principios de valoración,17344,Self-paced on your time,Universidad del Rosario,Intermediate,Economics & Finance,Español,Español,6–10 hours per week,4 Weeks,49
381,Aprende a diseñar jardines verticales y cuadros vivos,6341,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Biology & Life Sciences,Español,Español,1–2 hours per week,4 Weeks,29
382,"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",36917,Self-paced on your time,The University of Michigan,Introductory,Biology & Life Sciences,Inglés,Inglés,2–3 hours per week,4 Weeks,49
383,Software Engineering: Introduction,35524,Self-paced on your time,University of British Columbia,Advanced,Computer Science,Inglés,Inglés,8–10 hours per week,6 Weeks,125
384,Structure of Materials,13042,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Engineering,Inglés,Inglés,6–8 hours per week,16 Weeks,150
385,Fundamentos de fotografía documental,13036,Self-paced on your time,Universidad del Rosario,Introductory,Art & Culture,Español,Español,4–6 hours per week,6 Weeks,49
386,AP® Italian Language and Culture (2020-2021),39398,Self-paced on your time,Wellesley College,Advanced,Humanities,Italiano,Italiano,3–8 hours per week,12 Weeks,49
387,Computer Hardware and Operating Systems,9715,Self-paced on your time,New York University,Introductory,Computer Science,Inglés,Inglés,3–5 hours per week,6 Weeks,150
388,Marketing Management,43415,Instructor-led on a course schedule,"The University of Maryland, College Park-University System of Maryland",Advanced,Business & Management,Inglés,Inglés,8–10 hours per week,7 Weeks,214
389,You Can Innovate: User  Innovation & Entrepreneurship,18974,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Business & Management,Inglés,Inglés,2–4 hours per week,10 Weeks,49
390,Analytics in Python,82210,Instructor-led on a course schedule,Columbia University,Intermediate,Business & Management,Inglés,,8–10 hours per week,12 Weeks,249
391,Bases Matemáticas: Álgebra,35811,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Math,Español,Español,3–4 hours per week,4 Weeks,50
392,HTML5 Apps and Games,86850,Self-paced on your time,The World Wide Web Consortium (W3C),Advanced,Computer Science,Inglés,Inglés,6–8 hours per week,4 Weeks,199
393,MATLAB and Octave for Beginners,68706,Self-paced on your time,École polytechnique fédérale de Lausanne,Introductory,Computer Science,Inglés,Inglés,5–6 hours per week,4 Weeks,139
394,AP Physics 1,43401,Self-paced on your time,Rice University,Introductory,Physics,Inglés,Inglés,3–4 hours per week,18 Weeks,49
395,The Divine Comedy: Dante's Journey to Freedom,12005,Self-paced on your time,Georgetown University,Introductory,Humanities,Inglés,Inglés,9–10 hours per week,8 Weeks,49
396,Linux Basics: The Command Line Interface,32726,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,Computer Science,Inglés,Inglés,3–5 hours per week,7 Weeks,49
397,Entrepreneurial Operations: Launching a Startup,23808,Self-paced on your time,Babson College,Intermediate,Business & Management,Inglés,Inglés,4–6 hours per week,4 Weeks,149
398,Maths Essentials,44642,Self-paced on your time,Imperial College Business School-Imperial College London,Introductory,Business & Management,Inglés,Inglés,2–5 hours per week,6 Weeks,79
399,"Marketing Analytics: Products, Distribution and Sales",50588,Self-paced on your time,"University of California, Berkeley",Intermediate,Computer Science,Inglés,Inglés,5–7 hours per week,4 Weeks,249
400,Marketing Innovative Products and Services,6293,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Introductory,Business & Management,Inglés,Inglés,2–3 hours per week,4 Weeks,149
401,Just Reading and Writing in English | 生活英语读写,33303,Self-paced on your time,Tsinghua University,Introductory,Art & Culture,Inglés,Inglés,2–4 hours per week,15 Weeks,149
402,Introduction to Java Programming – Part 1,270376,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Computer Science,Inglés,Inglés,3–5 hours per week,5 Weeks,99
403,Comunicación y Redacción Digital,7165,Self-paced on your time,Universidades Anáhuac,Introductory,Communication,Español,Español,3–4 hours per week,4 Weeks,29
404,Monetary Policy Analysis and Forecasting,6616,Self-paced on your time,The International Monetary Fund,Advanced,Economics & Finance,Inglés,Inglés,8–10 hours per week,6 Weeks,25
405,Basic Analytical Chemistry,19010,Self-paced on your time,The University of Tokyo,Introductory,Chemistry,Inglés,Inglés,3–4 hours per week,6 Weeks,49
406,Identifying Entrepreneurial Opportunities,11922,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Introductory,Business & Management,Inglés,Inglés,2–3 hours per week,4 Weeks,149
407,"ChinaX Book Club: Five Authors, Five Books, Five Views of China",5855,Self-paced on your time,Harvard University,Introductory,Literature,Inglés,Inglés,1–2 hours per week,5 Weeks,139
408,Astrophysics: Cosmology,83322,Self-paced on your time,Australian National University,Intermediate,Physics,Inglés,Inglés,2–4 hours per week,10 Weeks,50
409,Japanese Culture and Language (I) |日语与日本文化（1）,18489,Self-paced on your time,Tsinghua University,Introductory,Art & Culture,Chino,"Chino, Chino",3–5 hours per week,10 Weeks,139
410,COVID-19 Training for Healthcare Workers,5742,Self-paced on your time,Stanford University,Introductory,Medicine,Inglés,Inglés,1–10 hours per week,2 Weeks,10
411,The Rise of Superheroes and Their Impact On Pop Culture,31368,Self-paced on your time,The Smithsonian Institution,Introductory,Humanities,Inglés,Inglés,1–2 hours per week,6 Weeks,50
